name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r
manga-10218-9102,119.717877766,16.530712418,2.767,0.398,1.59,1.37609E10,10.13864683885964,0.562344,4.76723,22.549417,8.74500560760498,-0.603126764297485,-0.657973168120828,-1.21649378717456,0.625767980461759,15.85195
manga-10219-12701,124.804460255,20.757476218,2.849,0.14,0.17,4.02011E9,9.604237936601738,0.624158,1.62565,27.81432,8.73399257659912,-0.700863063335419,-0.361663645257959,-0.617319902649176,0.647681981004644,14.90763
manga-10219-12702,125.505931857,21.3428752484,2.565,0.244,0.24,1.02207E10,10.009480640977426,0.942426,1.19096,18.395979,9.0553617477417,-0.315440058708191,-0.127802315227041,-0.104697198235692,0.325626561801439,14.58581
manga-10219-12703,125.370195868,23.0663574577,3.329,0.172,0.09,9.19386E10,10.96349788622195,0.514871,3.52208,15.475442,9.10148048400879,-0.261396557092667,0.556874973380882,0.417271414533318,0.548515342973238,15.67175
manga-10219-12704,124.83882348,21.90942806,3.125,0.186,0.0,6.11657E11,11.786507950304687,1.0,0.5,96.698135,8.80156230926514,-0.481350928544998,,,0.1687255281956,16.0736
manga-10219-12705,125.967743522,21.4186635506,3.109,0.157,0.36,2.08759E9,9.31964520782549,0.256699,1.61229,36.190487,8.88944911956787,-0.532344579696655,-0.470854101297735,-0.827841514249525,0.552845675135617,15.75742
manga-10219-1901,125.14376637,21.1054663161,3.03,0.095,0.08,1.653E9,9.218272853571447,0.526895,3.25399,12.139712,9.45160007476807,-0.453884989023209,-1.94929312737184,-4.4306152224632,0.271450117635086,16.10645
manga-10219-1902,125.062375384,21.0600550691,2.871,0.01,-0.18,9.80039E8,8.991243358496353,0.957553,3.50908,10.89095,9.22416973114014,-0.385180175304413,-1.69242056643461,-5.05331858060114,0.251149760079206,17.39476
manga-10219-3701,125.631121621,20.967889239,3.498,0.075,0.28,1.98034E9,9.296739759679415,0.421026,3.32866,11.588048,9.28929805755615,-0.491211444139481,-1.80721446178732,-4.23973572995035,0.669336458204804,15.63902
manga-10219-3702,124.908695519,21.2853610145,3.216,0.023,-35.31,5.24159E9,9.719463047190246,0.496845,6.0,14.197048,9.41590976715088,-0.382505923509598,-1.89714796097199,-3.64142902181847,0.377196685031441,15.18704
manga-10219-3703,125.649814536,21.4649730541,2.935,0.009,-0.12,7.52562E8,8.876542285194365,0.539897,1.79987,8.891541,8.94355010986328,-0.728293299674988,-1.58271530949933,-4.46716084546849,0.334478235268478,16.99008
manga-10219-3704,125.926883384,21.0614783374,3.936,0.054,0.11,1.97174E11,11.29484964690857,0.922432,6.0,17.698072,9.72037601470947,-0.00459918845444918,-0.606737927090471,-2.43617626776559,0.161827537342206,15.06788
manga-10219-6101,124.977875484,20.8620843186,2.873,0.186,0.12,7.1264E8,8.852870195353944,0.766985,1.54034,17.565174,9.04426288604736,-0.692933857440948,-1.25666954419319,-4.05650931519268,0.45089843453327,17.0337
manga-10219-6102,125.148697904,21.0677945565,4.552,0.081,0.22,6.12232E10,10.78691602545769,0.729156,3.40057,29.432281,9.74002075195312,0.120618849992752,-1.42702797224274,-3.51298060720891,0.173905810770319,11.80424
manga-10219-6103,125.110457064,22.3843627261,2.973,0.226,0.71,1.78266E9,9.25106851972932,0.222171,1.11079,13.491169,8.71426582336426,-0.603516578674316,-0.450435075734687,-0.630949826049452,0.37772964252826,16.90161
manga-10219-6104,125.31674,21.46977,2.393,0.155,0.13,1.52085E9,9.182086382110372,0.895354,0.576286,11.637828,8.88506698608398,-0.691944301128387,-0.588578016877527,-0.474718876818974,0.579329815609885,15.9054
manga-10219-9101,125.084933497,21.1064124578,2.56,0.187,0.06,1.35309E9,9.131326684405039,0.580277,1.50662,21.465977,8.69106292724609,-0.585724711418152,-0.497736809089099,-0.655002862964974,0.687173959745908,16.4687
manga-10219-9102,125.343919429,20.9105383102,3.317,0.256,0.34,9.8025E9,9.991336850972244,0.602609,1.62099,19.284403,8.78670024871826,-0.606501638889313,0.290073021792242,0.268421668826302,0.559596951218429,14.51211
manga-10220-12701,120.348598309,32.8838040043,2.964,0.195,0.66,3.80191E9,9.580001831896599,0.19803,0.82356,19.727758,8.91334342956543,-0.845995306968689,0.201545731018017,-0.150809192981924,0.522462448807373,15.30801
manga-10220-12702,120.489596539,33.1645908106,3.206,0.212,0.42,2.85036E10,10.454899714794417,0.188503,1.19609,21.37679,8.97717571258545,-0.335000991821289,0.591530966043381,0.393897350237897,0.482954367449653,14.88021
manga-10220-12703,121.130860827,33.8845068552,1.347,1.224,3.33,1.06256E9,9.026353462894768,0.690251,0.790531,17.198248,8.65705299377441,-0.743472218513489,-0.432785635883977,-0.675438180191456,0.602969533273388,15.8438
manga-10220-12704,122.540399375,33.8793464336,2.192,0.669,1.48,3.80053E9,9.57984416504448,0.405494,3.19554,9.377006,8.21662330627441,-0.744814097881317,0.317657544039569,0.0990545023470103,0.45344473666272,16.87053
manga-10220-12705,120.550320326,32.3150512958,2.365,0.268,0.62,3.49484E10,10.5434272977619,0.665157,0.88915,20.537378,8.98869037628174,-0.289692997932434,0.666065242786297,0.527626026813265,0.643024037725355,14.40976
manga-10220-1901,120.805213561,33.132338795,3.161,0.088,0.05,3.901E9,9.591175950311792,0.689435,4.00794,7.083867,9.38022136688232,-0.350866407155991,-1.08285411175799,-1.52954510284094,0.104388643924473,15.42099
manga-10220-1902,122.385466938,31.7035152057,3.552,0.15,0.13,1.19125E10,10.076002913646382,0.516722,6.0,8.390046,9.25390815734863,-0.312714040279388,-0.755755472554401,-1.59013922731732,0.325473107238264,16.22044
manga-10220-3701,120.430507904,31.7266384397,3.052,0.07,0.04,3.35469E9,9.525652394099735,0.357565,2.3689,6.069683,8.97911357879639,-0.591804385185242,-0.654325079088806,-0.174044250104512,0.715005847156896,17.17555
manga-10220-3702,120.436461244,31.8383638274,3.041,0.097,0.1,4.64079E10,10.666591916640394,0.959941,2.85826,8.855211,9.31298923492432,-0.19435042142868,0.34041144497221,0.175854369900745,0.0982435434569242,15.45971
manga-10220-3703,120.576629639,32.5355033875,3.78,0.057,0.21,1.91172E10,10.28142428367243,0.602836,6.0,7.2478933,9.20794296264648,-0.381733000278473,-0.72586636771989,-1.09492683122814,0.183073802323531,15.18802
manga-10220-3704,121.035948116,31.4369848051,3.642,0.1,0.13,5.34263E10,10.727755098472187,0.781964,6.0,10.881066,9.49503707885742,-0.110801815986633,-0.0833772172973455,-0.997442317874236,0.167832527249412,15.72933
manga-10220-6101,122.651546118,31.2946412174,3.872,0.101,-0.05,6.80447E10,10.83279430367023,0.756769,2.96855,11.456174,9.38622760772705,-0.0997709706425667,-0.151207179598699,-0.844789422399096,0.326138750388332,15.49655
manga-10220-6102,120.275641039,32.317343842,3.485,0.09,0.16,1.22929E11,11.089654348747143,0.839393,5.87639,8.4790745,9.37056922912598,-0.224196627736092,0.0769553040338427,-0.248328795017917,0.127027998528732,16.12189
manga-10220-6103,120.576104212,32.602197839,3.325,0.119,-0.22,3.7953E10,10.579246110454188,0.467855,3.58699,14.551733,9.12466144561768,-0.219792932271957,0.471953724929035,0.257279152605544,0.418098336331913,14.44483
manga-10220-6104,121.718144251,32.2503291927,2.982,0.15,0.12,1.29151E10,10.111097773210076,0.277109,1.53371,10.752045,8.75484752655029,-0.627705872058868,0.672302214799468,0.619299924730327,0.409172192829163,15.95533
manga-10220-9101,120.825871809,31.7763732335,3.41,0.219,0.38,2.84524E10,10.454118905627235,0.590386,3.49523,14.602609,9.27768325805664,-0.148963749408722,0.00119664537484262,-0.105186508942967,0.302583971500125,14.63928
manga-10220-9102,123.028099529,33.390861019,2.715,0.291,0.25,7.68661E8,8.885734846576655,0.331819,0.862811,14.757559,8.44422435760498,-0.866031289100647,-0.467013655772428,-0.377205385023475,0.526993461783764,15.83174
manga-10221-12701,121.62879509,23.7105033609,3.045,0.172,0.54,8.10801E9,9.908914275657644,0.411587,1.14771,14.5257435,8.89258289337158,-0.845217227935791,0.0398293886998277,-0.183337061922694,0.584903901004857,16.47912
manga-10221-12702,123.530409854,23.7119154499,2.804,0.37,1.55,6.21809E8,8.793657003686668,0.756189,1.7779,29.153454,8.48054313659668,-0.690827369689941,-0.346810753612876,-0.907880695985884,0.442941959649586,17.10467
manga-10221-12703,124.05695,25.076,2.518,0.229,0.5,6.45105E8,8.80963040798302,0.667228,0.918665,19.174358,8.52872276306152,-0.522639691829681,-0.358598635592239,-0.751710576010086,0.434663165319869,17.24262
manga-10221-12704,124.18847,23.36659,2.944,0.472,0.31,5.31775E8,8.725727916265088,0.806385,1.38121,24.106533,8.48429870605469,-0.7600919008255,-1.42788500778056,-1.55266425583747,0.488271775383597,16.04584
manga-10221-12705,124.109635921,23.1425158913,3.017,0.21,0.12,1.00139E9,9.000603250168039,0.759686,1.54601,24.106533,8.6318473815918,-0.717720508575439,-1.09208096093212,-0.942941066947073,0.437049836549718,16.01928
manga-10221-1901,122.818541667,25.1798333333,-999.0,-999.0,-999.0,-9999.0,,-9999.0,-9999.0,,,,,,,21.81254
manga-10221-1902,123.30674,24.60798,1.936,0.349,0.16,5.96778E9,9.77581280465444,0.730772,5.8579,6.5283313,8.81836223602295,-0.506556391716003,-0.336156414623622,-0.100114510796689,0.313348249084858,16.07878
manga-10221-3701,123.70918848,24.002949613,2.79,0.078,0.04,5.67067E9,9.753634374609387,0.15,2.5257,6.243227,9.09221649169922,-0.308419644832611,-0.639574427006095,-1.15978860552968,0.448663448343963,16.16659
manga-10221-3702,122.524674366,25.2888191999,3.282,0.065,0.04,2.76495E10,10.441687282143272,0.928057,3.451,8.65481,9.42266941070557,-0.226859003305435,-0.597170883717357,-1.76533463305219,0.124223098721172,15.71177
manga-10221-3703,122.589216544,25.1222973718,4.315,0.357,0.69,2.16355E10,10.335166936268358,0.971077,4.08179,15.382508,9.76385402679443,-0.231638342142105,-1.83859053807663,-2.87754769247971,0.0674412841483027,14.45516
manga-10221-3704,123.647377495,25.0695082117,2.508,0.097,-0.03,2.11762E9,9.325848030035178,0.754216,0.73089,5.486766,8.2860107421875,-0.630934596061707,0.00921404574602618,-0.0430101261228704,0.441078463329112,16.74569
manga-10221-6101,123.265271707,24.5581555942,2.909,0.418,0.46,1.26615E9,9.102485159325363,0.36588,1.55275,10.923637,8.63766098022461,-0.925527691841125,-0.0715947809372054,-0.320507065590708,0.44049926522577,15.90445
manga-10221-6102,123.098008176,24.1159781368,2.718,0.136,0.07,5.34904E10,10.728275845551462,0.585134,1.46852,7.9168377,8.65556621551514,-0.442137211561203,1.12184840253169,1.16950211406204,0.533770899156825,15.83096
manga-10221-6103,123.357514813,25.1269822349,3.795,0.14,0.09,2.79618E10,10.446565125045945,0.856878,6.0,12.554666,8.86472797393799,-0.252769470214844,0.582200818958808,0.391596478779872,0.33045799693918,14.67626
manga-10221-6104,124.698297548,24.5374298193,3.4,0.104,0.27,1.51478E10,10.180349562393483,0.541308,2.19156,13.29409,9.40175342559814,-0.0662433132529259,-0.926627568514551,-0.344623580992963,0.30632562964535,14.50202
manga-10221-9101,121.792855792,24.3892414957,2.988,0.125,0.07,3.08954E10,10.489893822359084,0.91245,1.64209,15.164274,9.20059490203857,-0.209519788622856,0.356540003675202,0.174068171913722,0.351804502861089,14.52329
manga-10221-9102,124.47296256,23.4721789379,4.598,0.161,0.1,9.62776E10,10.983525255681226,0.808619,4.63466,53.226627,9.55658435821533,-0.0061327563598752,-0.379665384228556,-0.238609471822822,0.221721461019676,11.71865
manga-10222-12701,43.0975056849,-8.51039014523,3.615,0.254,0.39,1.80517E10,10.256518107397012,0.286672,3.75947,18.84798,9.23027896881104,-0.425434976816177,-0.593569119886806,-0.817229113000615,0.40924911738185,13.71546
manga-10222-12702,43.943883293,-8.40880774285,3.045,0.175,0.24,6.47788E10,10.811432898626222,0.467572,1.54586,16.057394,8.61350154876709,-0.395346164703369,1.16209980759515,0.884809091016711,0.533115939221235,14.89463
manga-10222-12703,44.4928741137,-6.69840791282,3.02,0.069,0.25,3.96781E9,9.598550867633557,0.233056,0.989264,9.27499,8.76305389404297,-0.606619715690613,-0.0567013223636818,-0.248063825336952,0.464280323775221,16.20162
manga-10222-12704,43.1620244157,-7.3159057948,3.409,0.157,0.17,6.4301E10,10.808217727062711,0.903184,4.46714,12.772066,8.93041610717773,-0.607174217700958,0.384309746206298,0.490538707351853,0.334846197125267,15.27569
manga-10222-12705,45.1052926568,-8.27625811308,2.995,0.153,0.28,5.47439E9,9.738335733668661,0.410104,1.21247,12.933412,8.49301433563232,-0.751985669136047,0.367947737017618,0.0310913916160017,0.60266824982157,16.44703
manga-10222-1901,44.7458039287,-7.30034111862,3.459,0.184,0.17,3.9783E9,9.599697529776849,0.870489,3.78822,9.816015,9.29902839660645,-0.171924248337746,-0.815636588885064,-2.25670194522763,0.15411247953418,16.53656
manga-10222-1902,45.1155381689,-7.30055506089,2.472,0.104,0.18,2.26318E9,9.354719096552143,0.199897,1.06293,5.1779103,9.11753749847412,-0.353967577219009,-0.488366978146498,-0.0591320131315735,0.570201998026428,16.84528
manga-10222-3701,43.3520007983,-8.87881317257,3.902,0.485,2.16,2.55732E11,11.40778507512796,0.645903,6.0,98.50439,8.68402481079102,-0.688748478889465,0.0921891267411238,0.177396985918398,0.546790214224538,15.54042
manga-10222-3702,43.0551098121,-6.76488596809,3.792,0.062,0.06,4.47046E10,10.6503522133295,0.859901,5.29682,14.077064,9.69377994537354,-0.129231572151184,-0.389551206015392,-0.772687847996451,0.238544234849952,14.16469
manga-10222-3703,43.5219976469,-7.34507071933,3.974,0.277,0.47,3.63713E10,10.560758824088436,0.646423,4.96453,15.477695,9.80118370056152,-0.180128738284111,-1.16298060051804,-1.33972138108415,0.0613708549217198,14.21383
manga-10222-3704,44.5428346492,-8.95538297428,3.972,0.28,0.68,7.49604E10,10.87483189534676,0.296215,5.12977,15.973329,9.23971080780029,-0.125604256987572,0.261968240170388,0.245255818448746,0.402938951258504,15.69216
manga-10222-6101,42.326160518,-8.17494454345,3.635,0.139,0.18,5.31961E10,10.725879793750586,0.67513,2.39469,21.331572,9.01883888244629,-0.273615658283234,0.928560730977969,0.998992618922152,0.457796212364802,13.45275
manga-10222-6102,42.5538455207,-8.16393221643,2.707,0.461,1.05,6.85883E8,8.836250038756303,0.698428,1.69188,27.497787,,,,,,18.21047
manga-10222-6103,42.9848765783,-8.37704983026,4.009,0.145,0.13,5.0093E10,10.699777041760008,0.586651,5.18214,18.95615,8.83083057403564,-0.207461208105087,0.754620212400947,0.556417296516219,0.250296700203264,15.35716
manga-10222-6104,43.2150088708,-7.97165223202,4.469,0.118,0.06,1.29973E11,11.113853143315492,0.622988,6.0,21.254805,9.66447734832764,-0.057475920766592,-0.763283228083688,-1.30760005992949,0.092074550763793,15.1604
manga-10222-9101,43.297016234,-7.53251485588,2.751,0.192,0.14,2.25518E9,9.353181211352304,0.666995,1.01493,8.214783,8.47075080871582,-0.386266678571701,0.244848280561945,-0.16756337546881,0.718468359034456,16.61982
manga-10222-9102,44.1449456196,-7.11981395605,3.039,0.159,0.23,6.59815E8,8.819422184418146,0.872181,1.38325,14.991701,8.79040241241455,-0.785739123821259,-1.28464576524672,-0.919805298301822,0.397420145780764,16.46212
manga-10223-12701,31.81709,-1.01273,3.668,0.521,1.1,3.95929E11,11.597617313014437,0.480917,4.89534,21.62286,9.52746391296387,-0.530202865600586,-0.351116680142546,-0.402807692571531,0.545938600665963,15.39521
manga-10223-12702,32.3864687333,-0.999897937983,2.944,0.253,0.09,4.29981E9,9.633449265399436,0.558415,1.62975,13.447121,8.55168437957764,-0.780046582221985,0.046859343665748,0.0436855686228406,0.424329403660947,16.26472
manga-10223-12703,32.8251959509,-0.980760023024,3.123,0.151,0.4,7.46861E9,9.87323978180181,0.245012,1.27827,12.772066,8.54179763793945,-0.818888425827026,0.0376125396160878,0.102429415738602,0.656481070533016,16.07544
manga-10223-12704,33.2316,-0.46726,3.092,0.553,1.37,4.71791E8,8.673749651921305,0.930613,0.922341,20.470203,8.17953586578369,-0.929810345172882,-0.621756813144123,-1.21426433296388,0.363213918558469,17.37839
manga-10223-12705,33.2231013087,-0.908470876896,3.059,0.187,0.43,5.57029E9,9.745877805967483,0.944734,2.08026,16.242235,8.33249855041504,-0.81328409910202,0.546114645241959,0.176194472384433,0.552009313302682,16.48851
manga-10223-1901,31.4432289025,0.626055926871,3.538,0.081,0.1,3.7892E9,9.578547528633152,0.60158,6.0,9.112251,9.37102031707764,-0.435328185558319,-1.66912657309437,-2.60592563948535,0.146684522790292,15.57377
manga-10223-1902,33.5076729586,-0.977438774843,2.631,0.164,0.16,2.39682E9,9.379635419956871,0.629305,1.09014,7.352972,8.57439422607422,-0.577277421951294,-0.195952306896282,-0.263458213575654,0.391107832674338,15.43473
manga-10223-3701,31.5666031749,-0.291437101791,4.085,0.135,0.03,1.15453E11,11.06240522236812,0.605614,6.0,15.382508,9.63012027740479,-0.00791357271373272,-0.295089576769032,0.0953903059821521,0.21116265175511,13.59834
manga-10223-3702,33.5246434178,-0.276961112728,2.877,0.06,0.27,1.93132E9,9.28585423790175,0.771646,5.96105,3.9321983,8.96916770935059,-0.414892017841339,-0.583458737508479,-0.326445990849041,0.539388355708464,16.70381
manga-10223-3703,33.4762490468,0.448261788956,3.144,0.08,-0.03,1.13479E10,10.05491550004948,0.548629,4.30749,11.654552,9.37220668792725,-0.12587308883667,-0.8955583259411,-0.985429884731097,0.441444276516323,14.84043
manga-10223-3704,33.6223942904,-0.767955133457,3.181,0.052,0.2,1.73247E9,9.238665722967964,0.903256,1.24837,7.999001,8.67702388763428,-0.493740260601044,-0.615110606042099,-4.71115252840152,0.38597839121894,16.64132
manga-10223-6101,32.4874800229,0.876408538366,3.13,0.144,0.41,5.15272E8,8.712036543439373,0.302727,1.09936,12.012248,8.64934825897217,-1.01145792007446,-0.47801433649661,-0.842043083132415,0.252648966221519,16.52103
manga-10223-6102,32.1500267146,0.458344136935,4.527,0.087,0.07,6.24223E10,10.795339766554656,0.816364,6.0,20.94042,9.73066997528076,-0.283603757619858,-1.61059355728411,-2.10683008474077,0.0786731903972662,14.44372
manga-10223-6103,31.487621624,0.773356454291,4.284,0.082,0.08,8.91617E10,10.950178340355315,0.839948,6.0,22.272913,9.66057014465332,-0.0588580146431923,-0.991525104009271,-2.84576814704685,0.0856438936915991,14.10119
manga-10223-6104,31.9585996105,0.873067964001,3.318,0.063,0.23,4.15015E9,9.618063793819324,0.273039,3.78762,8.9782715,8.6229076385498,-0.811111271381378,-0.162793279202533,-0.158637231266788,0.675763641259315,16.59304
manga-10223-9101,32.0648460388,1.19544160366,4.391,0.176,0.19,7.92083E10,10.898770692389157,0.862883,4.0447,26.80106,9.63444900512695,-0.165995568037033,-0.354812259827275,-0.875010579416302,0.216968599927101,14.11663
manga-10223-9102,31.9988521199,0.802526851078,3.078,0.167,0.51,5.62925E9,9.75045053649277,0.194652,1.0206,9.021725,8.73637104034424,-0.910265326499939,-0.382524874963219,-0.697609096471217,0.393566289172956,16.73042
manga-10224-12701,34.5070413038,-0.415554759167,3.508,0.496,-0.03,1.34845E9,9.129834847617477,0.58819,3.0447,13.679976,8.3715648651123,-0.584260046482086,0.294642998623634,-0.347201857645815,0.923903818586917,16.38995
manga-10224-12702,34.7499415182,-0.601735510346,2.77,0.468,-0.02,5.92572E8,8.772741126501467,0.67961,0.762102,18.527157,8.43704509735107,-1.10542607307434,-0.371515961943435,-0.834227974254629,0.569641682327204,21.54097
manga-10224-12703,36.9643538512,0.501541369456,3.941,0.072,-2.57,4.96707E10,10.696100280470262,0.255703,2.18781,27.6556,9.11931228637695,-0.291971921920776,0.313193041008777,0.0594752825721203,0.372523144291962,14.24502
manga-10224-12704,34.7823838662,0.61302089918,2.624,0.172,0.15,5.4433E9,9.735862270520302,0.852777,0.944765,13.102943,8.57023334503174,-0.485157459974289,-0.124703354141143,-0.362393176879384,0.766148868810693,16.28168
manga-10224-12705,35.7594398414,-0.143668052616,2.86,1.004,0.55,6.04289E10,10.781244688766442,0.43114,5.58901,10.199303,8.8294153213501,-0.269588381052017,0.842484237642643,0.596632173227138,0.625041666069679,16.64987
manga-10224-1901,35.2350380375,1.03388151891,2.948,0.064,0.16,3.40752E9,9.532438413549748,0.573866,3.43282,4.7929764,8.92178630828857,-0.43464395403862,-0.238337133437611,-0.682339317493148,0.609844469541664,16.80973
manga-10224-1902,37.1524983344,-0.246625627,3.237,0.099,0.05,7.62183E8,8.882059257885993,0.813541,6.0,8.993731,8.90839290618896,-0.619748413562775,-1.22069354915104,-1.54384411593882,0.644232676190765,17.02651
manga-10224-3701,34.3991810957,-0.493589654998,3.832,0.052,0.06,7.30686E10,10.863730786309233,0.906101,6.0,17.799644,9.76446533203125,-0.0403903685510159,-0.637381408721567,-0.934251607357457,0.0725980353115548,14.09886
